OBJECTID,Metro_Buff,CBG_id,Num_Metro,Bus_Buff,Shape_Length,Shape_Area,Num_Bus,Centroid_X,Centroid_Y,BlockGroupArea
4813,1,360470041002,0,1,0.009258440731924,0.000005223141207,2,187.116982470060180,35.861808459074368,0.018930756425634
4814,1,360470041003,0,1,0.009252874082539,0.000005216346620,1,187.230900959272700,35.803646900624344,0.018906399703661
4815,1,360470043002,0,1,0.010713949328855,0.000004439353184,2,187.039016805265080,36.044475928449195,0.016089478941578
4816,1,360470043004,0,1,0.010744728296602,0.000006850606341,1,186.868617031390780,35.988005389971256,0.024828564322276
4817,1,360470045002,0,1,0.011280673532200,0.000004682179214,1,186.643006929303740,35.999022484929881,0.016969601588924
4818,1,360470397003,1,1,0.011106673037791,0.000006876899225,2,190.539464364057640,36.128061793012627,0.024923218553127
4819,1,360470398001,1,1,0.017772889168434,0.000015426656634,2,187.766664697371650,29.590474644557627,0.055988047481095
4820,1,360470399001,0,1,0.009324465110781,0.000005184153624,0,190.873109704706910,36.035506335343300,0.018788755165659
4821,1,360470399002,0,1,0.010892202019423,0.000006695094058,0,190.735293422132260,36.136023188950695,0.024264268823677
4822,1,360470399003,0,1,0.008716434257536,0.000004231083613,2,190.589448485067490,36.230733993289455,0.015333913355711
4823,1,360470400002,0,1,0.008460942021702,0.000004424337324,1,187.633358106457930,29.744388156910823,0.016056719442773
4824,1,360470400003,1,1,0.010327348520719,0.000006564199186,1,187.507863783442300,29.726133946539388,0.023822723572167
4825,1,360470401002,0,1,0.009186698680370,0.000005010260861,4,190.956485706005510,35.817386406522623,0.018159370864827
4826,1,360470401003,0,1,0.013333490145729,0.000006856992131,5,190.963640213236630,35.929684140273224,0.024852135283244
4827,1,360470402001,0,1,0.012620384239704,0.000008261879987,2,187.394718930042130,29.635391099551708,0.029984598388818
4828,1,360470403001,0,1,0.016246758564666,0.000010550967729,1,191.315660851149060,35.734297376850812,0.038242014350091
4829,1,360470403002,0,1,0.010896134364707,0.000006663905957,5,191.134430714230400,35.684867315871344,0.024153643313635
4830,1,360470404001,0,1,0.017614086228685,0.000007302096681,0,187.212373098522850,30.034427462811774,0.026498852368067
4831,1,360470404002,0,1,0.022145790454212,0.000009107500996,6,187.149418279178150,30.066059283278044,0.033050688174998
4832,1,360470405001,2,1,0.014068126129587,0.000011348790126,1,191.419751519641180,35.521746322486159,0.041135609345989
4833,1,360470406001,0,1,0.010323281039286,0.000006593624440,0,187.313051981170820,30.027508957806475,0.023928014901870
4834,1,360470406002,0,1,0.008596510711980,0.000004524605271,0,187.312153094266390,29.861384968784229,0.016420223495546
4835,1,360470407001,0,1,0.031963174714909,0.000052909624751,0,191.599525559006050,35.714769337277261,0.191773393772648
4836,1,360470408001,0,1,0.011606998499569,0.000004807978618,0,187.574288000309910,29.981279461521545,0.017448010579248
4837,1,360470408003,0,1,0.013333597194947,0.000006656077272,0,187.451147410915810,29.991189026780056,0.024154843236497
4838,1,360470409001,1,1,0.015360080058907,0.000009158905399,1,191.474291184868010,36.188920949961265,0.033193107801904
4839,1,360470409003,0,1,0.010189016549039,0.000003577772683,3,191.339012474517200,36.246871730860107,0.012966212616021
4840,1,360470410001,0,1,0.011968297726961,0.000008527763342,0,187.752801934741800,29.928553249926221,0.030947491155920
4841,1,360470410002,0,1,0.013330839145855,0.000006657548751,0,187.637057885276020,30.018365658836416,0.024160041307320
4842,1,360470411002,0,1,0.009318958827443,0.000005176761157,2,191.264973965443200,35.901641386838143,0.018762505595683
4843,1,360470411003,0,1,0.009987900523591,0.000003449787669,1,191.224004087219530,36.011418481522661,0.012503016403919
4844,1,360470412002,0,1,0.013041227186302,0.000008412576503,1,187.718518002620190,30.183043477645150,0.030527856898020
4845,1,360470413001,0,1,0.011726504933643,0.000006909981446,2,191.164809911921140,36.055664241886710,0.025043508085074
4846,1,360470414011,1,1,0.009975832666990,0.000006118011844,0,187.931284735909660,30.112433358066845,0.022201642318814
4847,1,360470414012,0,1,0.011744297135433,0.000008257777086,0,187.933815535298520,29.948223919143974,0.029967730454344
4848,1,360470414021,0,1,0.013588747349044,0.000007392675382,0,188.142431754541950,30.084075931469012,0.026827419842805
4849,1,360470417003,0,1,0.010882959051747,0.000003811069194,2,190.702674659085290,36.384381244980823,0.013811301719366
4850,1,360470417004,0,1,0.011155276349104,0.000003920050812,0,190.660535264883720,36.410353001559422,0.014206174141262
4851,1,360470804001,0,1,0.010298703449037,0.000006511983269,0,189.078079707775460,34.132415819544086,0.023610840357668
4852,1,360470804003,1,1,0.012402555552749,0.000009557660617,0,189.101876622277300,33.843976888846832,0.034655873659655
4853,1,360470806001,0,1,0.020270776149394,0.000009555778402,1,189.308115215721780,34.174700124663467,0.034646222984007
4854,1,360470808001,0,1,0.040712881300807,0.000034253548746,11,189.591095982006610,33.855218712615539,0.124202636051530
4855,1,360470810001,0,1,0.017190594894603,0.000005666650951,2,189.368968121340830,34.053724282124378,0.020546223447945
4856,1,360470810002,0,1,0.014725362691304,0.000011636995736,2,189.303320902677290,33.943839685974524,0.042194338000019
4857,1,360470816001,0,1,0.015184909422672,0.000011914224440,3,189.332778734579390,33.657107780384138,0.043202583957315
4858,1,360470816002,0,1,0.011426672883465,0.000007209176089,1,189.360095629347710,33.491415974441310,0.026142330264342
4859,1,360470818002,0,1,0.012577493968205,0.000005038208937,3,189.205844582009580,33.504273850090414,0.018269777914208
4860,1,360470818003,0,1,0.009472655255515,0.000003636819246,1,189.118518938819080,33.489709090815140,0.013188091198524
4861,1,360470820002,0,1,0.008811241471726,0.000004361960791,1,188.970610323644190,33.579639595637488,0.015817275346974
4862,1,360470820003,1,1,0.009476297092606,0.000005320173289,3,188.979965253237790,33.464897076216850,0.019292407745538
4863,1,360470822002,0,1,0.009251475214340,0.000004276349834,2,188.798815577536170,33.662232141254357,0.015506557667840
4864,1,360470822003,0,1,0.009664326891931,0.000004962189173,0,188.806801967708400,33.567453450883363,0.017993860971699
4865,1,360470824001,0,1,0.011770457915915,0.000005654212608,0,189.181113749377540,33.300053729809250,0.020504455045988
4866,1,360470824002,0,1,0.007955028704461,0.000003940927745,0,189.127926046230160,33.209712117674208,0.014291664191443
4867,1,360470824003,0,1,0.011626153897011,0.000008438410876,3,188.998955785731250,33.231960455808490,0.030601572361270
4868,1,360470826001,0,1,0.009260481786144,0.000005012798705,0,189.163925264356580,33.080695747144652,0.018179302704587
4869,1,360470826002,1,1,0.009590080459149,0.000005494471308,0,189.174749875336690,32.956163206536097,0.019926645858384
4870,1,360470826004,0,1,0.009388278061288,0.000005194205118,2,189.011891326441370,33.070442126313132,0.018837213873226
4871,1,360470828001,0,1,0.010440490241248,0.000004117981864,2,189.128708499911230,32.755596157333862,0.014935236664980
4872,1,360470828002,0,1,0.010496669192540,0.000005871888726,4,189.040273929259570,32.631096767726014,0.021296893620768
4873,1,360470830001,0,1,0.010402097679641,0.000006298485962,2,189.214808082009110,32.780737507744327,0.022843386641927
4874,1,360470830002,0,1,0.012310834629175,0.000007181892569,3,189.325981943241540,32.779483063104550,0.026047320173583
4875,1,360470830004,1,1,0.008569124520300,0.000004015676635,0,189.202396362787850,32.618680499606690,0.014564545010774
4876,1,360470854002,0,1,0.019283286436774,0.000008786889718,1,189.473321477433840,32.950582742507308,0.031867244618094
4877,1,360470856001,0,1,0.009403573943544,0.000005283969816,1,189.344685314062100,33.362338846163063,0.019161549814261
4878,1,360470856003,0,1,0.015136800094627,0.000007067146957,4,189.268290387443300,33.194573238898712,0.025628894229683
4879,1,360610100002,0,1,0.014323520875538,0.000009161769869,2,187.962878979928380,40.783597047669161,0.033170860849601
4880,1,360610101001,3,1,0.018560008736658,0.000018717268630,12,186.854854410360450,40.231857063557555,0.067775056526119
4881,1,360610103001,0,1,0.018493464337357,0.000018417202456,7,186.558386341175920,40.398123357368725,0.066686131931679
4882,1,360610104001,0,1,0.017849856463467,0.000018470353106,21,187.582478153037020,40.994347439145749,0.066870026363601
4883,1,360470882001,0,1,0.011288484249385,0.000007453615677,1,190.175112339751620,34.258309103777322,0.027024130432569
4884,1,360470884001,0,1,0.009186018401166,0.000004835094859,1,190.281181757332490,34.333010106406107,0.017530134787716
4885,1,360470884002,0,1,0.010383384239622,0.000006474026891,0,190.362821858316980,34.200602386981942,0.023472879254833
4886,1,360470886001,0,1,0.009120164677358,0.000005143591333,2,190.538532969031110,33.978338240016221,0.018649975830989
4887,1,360470886002,0,1,0.010378172666739,0.000005803537734,2,190.656359358619850,33.898812202603352,0.021043265805261
4888,1,360470890002,0,1,0.008928241601340,0.000004736946193,2,190.754880065582000,33.951919209829576,0.017175654801153
4889,1,360470890003,0,1,0.006954627839813,0.000002448803124,2,190.871219288516780,33.856676168443961,0.008879261485629
4890,1,360470890004,0,1,0.008871465439093,0.000004700891381,1,190.803990924303660,33.800098430133410,0.017045495164834
4891,1,360470892001,0,1,0.008679002215572,0.000004415669576,3,190.373542967404660,34.397968450370605,0.016009173413373
4892,1,360470892003,0,1,0.009518909860708,0.000005271042901,5,190.568741486796170,34.159809164618594,0.019111346020536
4893,1,360470892004,0,1,0.010155754297794,0.000004544278454,2,190.632062091438540,34.247150596385630,0.016476015904234
4894,1,360470894001,0,1,0.008893798131864,0.000004513911025,1,190.746630309706060,34.295692210931044,0.016365739080743
4895,1,360470894003,0,1,0.007032168156708,0.000003041743283,3,190.862610119145530,34.098102220128681,0.011028678841581
4896,1,360470894004,0,1,0.008434165482460,0.000003767179086,2,190.869134260227130,33.994022309814696,0.013659261192685
4897,1,360470896003,0,1,0.010761065325136,0.000005167584922,2,190.959327060281450,33.867028339666476,0.018737436322280
4898,1,360470898001,0,1,0.010758849743359,0.000005987648005,1,190.919460611325460,34.329549854352408,0.021708773487629
4899,1,360470900001,0,1,0.011478060310235,0.000004579689421,3,190.754512071055760,34.517818942076424,0.016603447018653
4900,1,360470900002,0,1,0.010891681800718,0.000004180741542,0,190.706912683154340,34.499662186063297,0.015157139281828
4901,1,360470900003,0,1,0.010555746958275,0.000003979140127,1,190.660163774016950,34.482366891376650,0.014426293393924
4902,1,360610108001,0,1,0.006702538530212,0.000001950374635,0,188.332452751457990,40.926632620959495,0.007061265258372
4903,1,360610108002,0,1,0.006809828750823,0.000002091312328,1,188.307047003389870,40.881831842804402,0.007571559027810
4904,1,360610108004,0,1,0.006693333691917,0.000001940848294,0,188.256622308215640,40.790368313275053,0.007026945041736
4905,1,360610108005,0,1,0.006702806835634,0.000001946058035,0,188.232475694136530,40.747172175026449,0.007045872412797
4906,1,360610108006,0,1,0.008095199509849,0.000003810694361,3,188.198235311647440,40.970432936617662,0.013796300730225
4907,1,360610109001,1,1,0.018594400061184,0.000018750753192,7,186.951418506285340,40.405638643099422,0.067893699342147
4908,1,360610110001,0,1,0.006400886716326,0.000001824319228,1,188.330707122975870,41.209732681512307,0.006604448619787
4909,1,360610110003,0,1,0.009522145066097,0.000005514560402,3,188.259039747264690,41.080014659271534,0.019964525823770
4910,1,360610110004,0,1,0.006677800511347,0.000001927239395,0,188.451648433649750,41.142687383054849,0.006977143916741
4911,1,360610110006,0,1,0.009764964757685,0.000005788917032,0,188.380009883185210,41.013278072605146,0.020958067025771
4912,1,360610111001,0,1,0.012392454790882,0.000009346957583,2,186.727577026613970,40.529704822421813,0.033843068521733
4913,1,360610111003,0,1,0.009214384198888,0.000004543824110,1,186.602615343009320,40.656530232378024,0.016451626695725
4914,1,360610112011,1,1,0.011959604104104,0.000008447785335,8,187.704252321404000,41.214812606014981,0.030582810762711
4915,1,360610112021,0,1,0.011881558583308,0.000008319300187,12,187.873154486367670,41.120293455762727,0.030118382961691
4916,1,360610112032,0,1,0.008402423506643,0.000004180522120,7,187.999996515200680,41.049826184414329,0.015134945147017
4917,1,360610113001,4,1,0.018569507610777,0.000018725382651,10,187.047438219168840,40.579927195768612,0.067799306654847
4918,1,360610114012,0,1,0.009671619633077,0.000005235716139,1,187.916744156935610,41.298073589486862,0.018954149400879
4919,1,360610114021,2,1,0.009683047920692,0.000005246569668,0,188.170090393784820,41.157506024160838,0.018993983681789
4920,1,360610114022,0,1,0.009703542563168,0.000005291385265,2,188.085698980488640,41.204354284278168,0.019156023184356
4921,1,360610115002,0,1,0.012396844766022,0.000009401675278,3,186.674720186290330,40.785925303781525,0.034039375784344
4922,1,360610116000,0,1,0.015989355919134,0.000011163099504,0,188.877368810767360,41.080952838966773,0.040413500266407
4923,1,360610116001,0,1,0.020809481165546,0.000018688154217,8,188.739537571886330,41.177016376512270,0.067655655962140
4924,1,360610117001,0,1,0.019443748648191,0.000019790613442,5,186.440759452162950,40.919924057159193,0.071650759024327
4925,1,360610118001,0,1,0.006443510743995,0.000001866366939,0,188.402078630558440,41.338976580274149,0.006756483163696
4926,1,360610118003,0,1,0.006409979035586,0.000001833797405,6,188.426576097817930,41.382407601918018,0.006638514844401
4927,1,360610118004,0,1,0.009787775081879,0.000005814553476,1,188.547347864292820,41.315421176670235,0.021049521379307
4928,1,360610118006,0,1,0.006693236846855,0.000001944560465,0,188.475329194269160,41.185992179987124,0.007039785499391
4929,1,360610118007,0,1,0.006379695657850,0.000001791706739,2,188.378708732182100,41.295552618386161,0.006486264147518
4930,1,360610119001,1,1,0.012460913014836,0.000009465538495,3,187.218782646395450,40.713821212964383,0.034271007479246
4931,1,360610119002,1,1,0.012495509077040,0.000009476918513,5,187.069919333262190,40.796460333946250,0.034311621359189
4932,1,360610120002,1,1,0.008092942478423,0.000003906217832,0,188.253656356406910,41.308409744624775,0.014141103848915
4933,1,360610120003,0,1,0.008156723301502,0.000003974016267,1,188.169460069394090,41.355533613454490,0.014386375483245
4934,1,360610120004,1,1,0.013192807878072,0.000007927253114,4,188.289141529959470,41.505519564666983,0.028696622388534
4935,1,360610121002,0,1,0.007834909626670,0.000002501589820,4,186.735910003855760,40.896571961552915,0.009056932044316
4936,1,360610121004,0,1,0.013877507590982,0.000004645578977,1,186.859285870368180,40.943300840682198,0.016819011137771
4937,1,360610121005,0,1,0.007724350218295,0.000002344334439,0,186.957690779728610,40.945605699300465,0.008487504150396
