FID,Metro_Buff,CBG_id,Num_Metro,Bus_Buff,Num_Bus,Centroid_X,Centroid_Y,BlockGroup,BikeLength
899,1,360810253022,1,1,2,190.953194846000000,39.825035313500003,0.026650908222700,1.325884720850000
900,1,360810007004,2,1,3,188.886439889000000,39.757878369300002,0.092776543322800,0.093754051677900
901,1,360810007004,2,1,3,188.886439889000000,39.757878369300002,0.092776543322800,0.092364498408000
902,1,360810001001,1,1,0,188.977732244000010,39.775416761199999,0.521754742025000,0.524403391999000
903,1,360810007003,0,1,0,188.909721725000000,40.008501917399997,0.057945410846200,0.524403391999000
904,1,360810019001,4,1,9,189.294182111999990,40.157292893600001,0.339634386127000,0.524403391999000
905,1,360470257001,0,1,3,189.138032219000000,36.594619903300000,0.031000299134200,2.394856761110000
906,1,360470491004,0,1,2,189.290328015000000,37.081563392200003,0.018600038355400,2.394856761110000
907,1,360470501002,0,1,3,189.136342678000010,37.820538424100000,0.012708696450900,2.394856761110000
908,1,360470503001,0,1,1,189.211742463000010,37.687655849999999,0.017540569465600,2.394856761110000
909,1,360470505002,0,1,3,189.299944907999990,37.346200261900002,0.017740144224500,2.394856761110000
910,1,360470571003,0,1,1,189.134960277000000,38.429445062399999,0.019074550988500,2.394856761110000
911,1,360470491001,1,1,3,189.176991899999990,37.119384137399997,0.017341796118400,2.394856761110000
912,1,360470499001,0,1,2,189.197507061000010,38.328249790400001,0.019301459476300,2.394856761110000
913,1,360470501001,0,1,0,189.181333773000010,37.944877322799996,0.019124750294100,2.394856761110000
914,1,360470501003,0,1,4,189.027011130999990,37.879065501900001,0.035498233423200,2.394856761110000
915,1,360470503002,0,1,1,189.172405875000010,37.539129230199997,0.013273866532700,2.394856761110000
916,1,360470503003,0,1,3,189.125120654000000,37.676999882600001,0.017574381910100,2.394856761110000
917,1,360470505003,0,1,3,189.323477763999990,37.232745575999999,0.021881264452700,2.394856761110000
918,1,360470507001,1,1,6,189.193621973000010,36.898259751600001,0.067420094795100,2.394856761110000
919,1,360470511002,0,1,5,189.110910503000010,37.322401979699997,0.020753788066700,2.394856761110000
920,1,360470511003,0,1,2,189.098981793000010,37.421511095000000,0.020401478358500,2.394856761110000
921,1,360470571004,0,1,2,189.080403600000010,38.546942359399999,0.017907624411000,2.394856761110000
922,1,360470573002,0,1,0,189.052291410000010,38.671171240100001,0.023850695000600,2.394856761110000
923,1,360470573003,0,1,0,188.990130741000000,38.754731107600001,0.011116222893800,2.394856761110000
924,1,360470575004,0,1,3,188.904277103000000,38.830894351900000,0.019222821859000,2.394856761110000
925,1,360470257003,0,1,4,189.189095591000010,36.757961521100000,0.031003728858300,2.394856761110000
926,1,360470515001,0,1,5,189.008282323999990,38.121201740300002,0.072070867076700,2.394856761110000
927,1,360050093002,0,1,2,192.143099226999990,44.946115966199997,0.041802846310000,0.911917405461000
928,1,360050115021,0,1,1,192.351639060000000,45.136476020700002,0.081247777843400,0.911917405461000
929,1,360050093001,0,1,6,191.883055891000000,44.427057596300003,0.363446980752000,0.911917405461000
930,1,360610014022,0,1,0,187.195801184000000,37.991184320099997,0.022098644406500,0.253395984799000
931,1,360610022011,0,1,2,187.309492409999990,38.212600127400002,0.013191651136700,0.253395984799000
932,1,360610022012,0,1,0,187.277739762000010,38.129624446699999,0.012426089270600,0.253395984799000
933,1,360610030013,0,1,1,187.178067308000010,38.265251951099998,0.012886920210800,0.253395984799000
934,0,360610002021,0,1,4,187.307181944000010,37.760782069900003,0.021257338880100,0.311807072793000
935,0,360610002022,0,1,1,187.298863192000000,37.556811851299997,0.032597417964800,0.311807072793000
936,1,360610002011,0,1,1,187.139876974000000,37.744428151100003,0.009609320603580,0.311807072793000
937,1,360610014012,0,1,2,187.172198111000000,37.834328285900000,0.014086763589300,0.311807072793000
938,0,360610079002,0,1,0,185.937417992000010,39.361723756799996,0.011450226744700,0.969089732662000
939,1,360610075002,0,1,0,185.971371119000000,39.250170444399998,0.015779831149900,0.969089732662000
940,1,360610069001,0,1,2,185.880632069000000,38.895015750299997,0.086566420455100,0.969089732662000
941,1,360610075001,0,1,6,185.925471918000000,39.137432018500000,0.032187724154800,0.969089732662000
942,1,360610037001,0,1,4,185.901735618000000,38.634408043999997,0.067669785172200,0.969089732662000
943,1,360610079001,0,1,0,185.938898488000010,39.556547919499998,0.065787826665900,0.969089732662000
944,1,360610079003,0,1,0,186.025381508000010,39.410638958000000,0.018813294161900,0.969089732662000
945,1,360610069001,0,1,2,185.880632069000000,38.895015750299997,0.086566420455100,0.931094542411000
946,1,360610075001,0,1,6,185.925471918000000,39.137432018500000,0.032187724154800,0.931094542411000
947,1,360610075003,0,1,0,186.063346585000010,39.188469638699999,0.011706738114000,0.931094542411000
948,1,360610037001,0,1,4,185.901735618000000,38.634408043999997,0.067669785172200,0.931094542411000
949,1,360610079003,0,1,0,186.025381508000010,39.410638958000000,0.018813294161900,0.931094542411000
950,1,360610079004,0,1,7,186.099178122000010,39.464319324500003,0.012744243161600,0.931094542411000
951,0,360471237002,0,1,2,188.642941751000000,36.569611748400000,0.029938750742000,1.572852333140000
952,0,360470235002,0,1,2,188.617211964000010,36.356045860000002,0.023627365948600,1.572852333140000
